 , ,DJ01 -> DJ02,0.01170,
 , ,DJ02 -> DN04,-0.60838,
 , ,DJ03 -> DJ04,0.03703,
 , ,DJ15 -> DB04,0.20817,
 , ,DJ16 -> DJ15,0.00289,
 , ,DJ17 -> DJ18,0.00060,
 , ,DJ18 -> DJ16,-0.01049,
 , ,DK01 -> CF02,0.33903,
 , ,DK02 -> DK01,0.00226,
 , ,DK03 -> DK04,-0.01614,
 , ,DK04 -> DK02,-0.02935,
 , ,DK05 -> CM03,0.56609,
 , ,DK05 -> DK06,0.00406,
 , ,DK06 -> DK08,-0.00689,
 , ,DK07 -> DK05,0.00884,
 , ,DK07 -> DK08,0.00629,
 , ,DK07 -> DK08,0.00631,
 , ,DK09 -> DK07,-0.03871,
 , ,DK10 -> DGA04,0.15891,
 , ,DK10 -> DK12,-0.00066,
 , ,DK11 -> DFA01,0.16489,
 , ,DK11 -> DK14,0.00617,
 , ,DK12 -> DK11,0.00273,
 , ,DK13 -> CG02,0.56118,
 , ,DK14 -> DK13,-0.00274,
 , ,DK15 -> DK16,0.00436,
 , ,DK15 -> DN01,-0.16459,
 , ,DK17 -> DEA02,-0.06716,
 , ,DK18 -> DEA01,-0.00138,
 , ,DK19 -> DK15,0.00430,
 , ,DK21 -> DK20,0.01604,
 , ,DK22 -> DDA01,0.06394,
 , ,DK22 -> DK21,0.00987,
 , ,DK23 -> DK24,0.00485,
 , ,DK24 -> DK22,-0.03159,
 , ,DK26 -> DK25,-0.00016,
